trial,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,abs_offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
346,0.0,high,0.4,1.0,6.0,6.0,1,CW,CCW,CCW,0,
347,50.0,none,0.4,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
348,50.0,high,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
349,50.0,high,1.6,0.6,16.0,16.0,1,CW,CW,CW,1,
350,50.0,low,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
351,0.0,low,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
352,0.0,low,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
353,0.0,none,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
354,50.0,low,1.6,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
355,50.0,low,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
356,0.0,low,1.6,1.0,45.0,45.0,-1,CW,CW,CW,1,
357,50.0,low,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
358,0.0,none,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
359,50.0,high,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
360,0.0,none,1.6,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
361,50.0,high,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
362,0.0,none,0.4,0.8,45.0,45.0,1,CW,CW,CW,1,
363,0.0,high,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
364,0.0,low,1.6,1.0,16.0,16.0,-1,CW,CW,CW,1,
365,0.0,high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
366,0.0,low,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
367,50.0,low,0.4,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
368,0.0,low,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
369,50.0,high,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
370,0.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
371,0.0,none,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
372,50.0,high,1.6,0.8,-6.0,6.0,1,CCW,CW,CW,0,
373,0.0,high,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
374,50.0,none,0.4,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
375,0.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
376,50.0,high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
377,50.0,low,0.4,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
378,0.0,none,1.6,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
379,0.0,low,1.6,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
380,50.0,low,0.4,0.6,-45.0,45.0,1,CCW,CW,CW,0,
381,50.0,low,1.6,0.8,16.0,16.0,-1,CW,CW,CW,1,
382,50.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
383,50.0,low,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
384,0.0,high,0.8,0.8,6.0,6.0,1,CW,CCW,CCW,0,
385,0.0,low,0.8,1.0,45.0,45.0,1,CW,CW,CW,1,
386,0.0,low,0.4,1.0,16.0,16.0,1,CW,CW,CW,1,
387,50.0,high,0.4,0.8,45.0,45.0,-1,CW,CW,CW,1,
388,0.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
389,0.0,low,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
390,0.0,none,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
391,0.0,none,0.8,0.6,6.0,6.0,1,CW,CW,CW,1,
392,50.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
393,0.0,high,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
394,50.0,high,0.8,0.8,16.0,16.0,-1,CW,CW,CW,1,
395,0.0,high,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
396,0.0,none,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
397,50.0,none,1.6,0.6,-6.0,6.0,1,CCW,CW,CW,0,
398,50.0,high,0.4,1.0,45.0,45.0,1,CW,CW,CW,1,
399,0.0,high,1.6,0.8,45.0,45.0,1,CW,CCW,CCW,0,
400,0.0,none,0.4,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
401,0.0,high,1.6,0.6,45.0,45.0,-1,CW,CW,CW,1,
402,50.0,high,0.4,1.0,-16.0,16.0,1,CCW,CW,CW,0,
403,0.0,low,1.6,0.8,16.0,16.0,1,CW,CW,CW,1,
404,0.0,high,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
405,0.0,none,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
406,0.0,high,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
407,50.0,high,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
408,50.0,none,0.8,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
409,0.0,low,0.4,1.0,6.0,6.0,-1,CW,CW,CW,1,
410,50.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
411,0.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
412,0.0,low,0.8,0.6,45.0,45.0,-1,CW,CW,CW,1,
413,50.0,high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
414,50.0,none,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
415,0.0,high,0.8,0.6,16.0,16.0,1,CW,CW,CW,1,
416,50.0,low,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
417,0.0,none,0.8,0.8,-45.0,45.0,1,CCW,CW,CW,0,
418,50.0,high,0.8,1.0,16.0,16.0,1,CW,CW,CW,1,
419,50.0,low,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
420,0.0,low,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
421,0.0,none,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
422,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
423,0.0,low,0.4,0.8,16.0,16.0,1,CW,CW,CW,1,
424,0.0,none,0.4,0.6,45.0,45.0,1,CW,CW,CW,1,
425,50.0,low,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
426,50.0,low,1.6,0.6,-6.0,6.0,1,CCW,CW,CW,0,
427,0.0,high,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
428,50.0,high,0.4,0.6,45.0,45.0,1,CW,CW,CW,1,
429,0.0,none,0.4,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
430,50.0,none,0.4,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
431,50.0,high,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
432,50.0,high,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
433,50.0,low,0.8,0.6,-6.0,6.0,1,CCW,CW,CW,0,
434,0.0,high,1.6,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
435,0.0,high,0.4,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
436,50.0,none,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
437,50.0,low,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
438,0.0,none,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
439,0.0,none,0.8,0.8,16.0,16.0,-1,CW,CW,CW,1,
440,0.0,low,1.6,1.0,-6.0,6.0,1,CCW,CW,CW,0,
441,50.0,high,0.8,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
442,0.0,high,0.4,0.6,6.0,6.0,1,CW,CCW,CCW,0,
443,0.0,none,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
444,0.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
445,0.0,none,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
446,0.0,low,0.4,1.0,-16.0,16.0,1,CCW,CW,CW,0,
447,0.0,none,1.6,0.8,45.0,45.0,-1,CW,CW,CW,1,
448,50.0,none,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
449,0.0,none,0.4,0.6,6.0,6.0,-1,CW,CW,CW,1,
450,0.0,low,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
451,50.0,low,0.4,1.0,45.0,45.0,1,CW,CW,CW,1,
452,50.0,none,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
453,0.0,low,0.4,0.6,45.0,45.0,1,CW,CW,CW,1,
454,50.0,low,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
455,0.0,none,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
456,0.0,none,1.6,0.6,-6.0,6.0,1,CCW,CW,CW,0,
457,0.0,low,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
458,50.0,high,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
459,50.0,low,0.8,1.0,16.0,16.0,1,CW,CW,CW,1,
460,0.0,low,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
461,50.0,low,0.4,0.6,-6.0,6.0,1,CCW,CW,CW,0,
462,50.0,low,0.8,0.8,16.0,16.0,-1,CW,CW,CW,1,
463,0.0,low,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
464,50.0,high,1.6,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
465,0.0,none,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
466,50.0,high,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
467,0.0,low,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
468,50.0,high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
469,50.0,none,1.6,1.0,-6.0,6.0,1,CCW,CW,CW,0,
470,0.0,high,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
471,0.0,none,0.8,1.0,-45.0,45.0,1,CCW,CW,CW,0,
472,50.0,high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
473,0.0,low,0.8,0.8,16.0,16.0,-1,CW,CW,CW,1,
474,50.0,none,0.8,0.6,16.0,16.0,-1,CW,CW,CW,1,
475,0.0,high,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
476,50.0,none,0.8,0.6,-6.0,6.0,1,CCW,CW,CW,0,
477,50.0,low,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
478,50.0,high,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
479,50.0,none,0.4,0.8,6.0,6.0,-1,CW,CW,CW,1,
480,0.0,low,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
481,50.0,high,1.6,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
482,0.0,high,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
483,50.0,none,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
484,0.0,low,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
485,50.0,low,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
486,0.0,high,1.6,0.8,45.0,45.0,1,CW,CW,CW,1,
487,0.0,low,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
488,0.0,none,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
489,50.0,low,1.6,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
490,0.0,low,0.8,1.0,16.0,16.0,1,CW,CW,CW,1,
491,50.0,high,0.4,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
492,0.0,low,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
493,50.0,high,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
494,0.0,high,0.4,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
495,0.0,none,1.6,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
496,0.0,none,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
497,50.0,low,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
498,0.0,high,1.6,1.0,45.0,45.0,1,CW,CCW,CCW,0,
499,0.0,none,0.4,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
500,50.0,none,1.6,1.0,16.0,16.0,1,CW,CW,CW,1,
501,50.0,low,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
502,0.0,none,0.8,0.6,6.0,6.0,-1,CW,CW,CW,1,
503,0.0,low,1.6,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
504,50.0,high,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
505,50.0,high,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
506,0.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
507,0.0,high,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
508,50.0,high,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
509,0.0,none,1.6,1.0,16.0,16.0,-1,CW,CW,CW,1,
510,0.0,high,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
511,50.0,none,0.4,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
512,50.0,low,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
513,50.0,none,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
514,50.0,high,1.6,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
515,0.0,high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
516,50.0,none,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
517,50.0,low,0.8,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
518,50.0,low,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
519,50.0,high,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
520,0.0,high,1.6,0.8,45.0,45.0,1,CW,CCW,CCW,0,
521,50.0,none,0.4,0.6,45.0,45.0,-1,CW,CW,CW,1,
522,0.0,low,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
523,50.0,high,1.6,0.6,6.0,6.0,1,CW,CW,CW,1,
524,50.0,high,0.4,0.8,45.0,45.0,1,CW,CW,CW,1,
525,50.0,high,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
526,50.0,low,1.6,1.0,45.0,45.0,-1,CW,CW,CW,1,
527,0.0,high,0.8,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
528,0.0,low,1.6,0.8,16.0,16.0,1,CW,CW,CW,1,
529,50.0,low,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
530,0.0,none,0.8,0.6,16.0,16.0,-1,CW,CW,CW,1,
531,0.0,none,0.4,1.0,45.0,45.0,1,CW,CW,CW,1,
532,50.0,none,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
533,50.0,high,0.4,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
534,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
535,50.0,none,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
536,50.0,low,1.6,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
537,0.0,high,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
538,50.0,high,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
539,50.0,none,0.8,0.6,45.0,45.0,-1,CW,CW,CW,1,
540,50.0,high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
541,50.0,low,0.8,0.8,-16.0,16.0,1,CCW,CW,CW,0,
542,0.0,high,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
543,50.0,high,0.4,1.0,-16.0,16.0,1,CCW,CW,CW,0,
544,50.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
545,50.0,high,1.6,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
546,0.0,none,0.8,0.6,16.0,16.0,-1,CW,CW,CW,1,
547,50.0,low,0.4,0.8,45.0,45.0,1,CW,CW,CW,1,
548,50.0,high,1.6,0.8,16.0,16.0,1,CW,CW,CW,1,
549,0.0,high,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
550,0.0,none,1.6,0.6,16.0,16.0,-1,CW,CW,CW,1,
551,0.0,low,0.8,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
552,50.0,high,0.8,0.8,-45.0,45.0,1,CCW,CW,CW,0,
553,50.0,high,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
554,0.0,high,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
555,0.0,low,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
556,50.0,none,0.4,0.8,45.0,45.0,-1,CW,CW,CW,1,
557,50.0,none,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
558,0.0,high,1.6,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
559,50.0,none,1.6,0.8,16.0,16.0,-1,CW,CW,CW,1,
560,0.0,high,1.6,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
561,50.0,high,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
562,0.0,low,1.6,1.0,-16.0,16.0,1,CCW,CW,CW,0,
563,0.0,high,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
564,50.0,high,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
565,0.0,high,1.6,1.0,6.0,6.0,1,CW,CCW,CCW,0,
566,0.0,high,0.8,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
567,50.0,high,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
568,50.0,low,0.8,0.6,-45.0,45.0,1,CCW,CW,CW,0,
569,0.0,low,0.8,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
570,0.0,high,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
571,0.0,none,0.4,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
572,0.0,high,1.6,0.6,45.0,45.0,1,CW,CW,CW,1,
573,50.0,none,1.6,0.8,6.0,6.0,-1,CW,CW,CW,1,
574,0.0,none,0.4,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
575,0.0,high,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
576,0.0,none,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
577,50.0,high,0.8,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
578,50.0,high,0.4,0.8,16.0,16.0,1,CW,CCW,CCW,0,
579,50.0,high,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
580,50.0,high,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
581,0.0,high,0.4,0.8,6.0,6.0,1,CW,CCW,CCW,0,
582,0.0,high,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
583,50.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
584,50.0,low,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
585,50.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
586,50.0,low,0.4,1.0,16.0,16.0,-1,CW,CW,CW,1,
587,0.0,none,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
588,0.0,high,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
589,50.0,low,0.8,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
590,50.0,none,0.8,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
591,0.0,none,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
592,50.0,low,0.8,0.6,-6.0,6.0,1,CCW,CW,CW,0,
593,0.0,low,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
594,0.0,low,1.6,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
595,0.0,low,0.8,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
596,0.0,none,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
597,0.0,high,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
598,50.0,none,0.8,0.6,45.0,45.0,-1,CW,CW,CW,1,
599,50.0,low,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
600,0.0,none,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
601,0.0,high,0.4,0.8,-16.0,16.0,1,CCW,CW,CW,0,
602,0.0,high,1.6,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
603,0.0,high,0.8,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
604,0.0,none,0.4,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
605,50.0,none,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
606,50.0,low,0.4,0.8,16.0,16.0,-1,CW,CW,CW,1,
607,50.0,none,0.4,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
608,50.0,high,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
609,0.0,none,0.8,1.0,-16.0,16.0,1,CCW,CW,CW,0,
610,50.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
611,0.0,low,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
612,0.0,high,0.4,1.0,-16.0,16.0,1,CCW,CW,CW,0,
613,0.0,none,0.4,0.8,16.0,16.0,1,CW,CW,CW,1,
614,50.0,low,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
615,0.0,high,1.6,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
616,0.0,none,1.6,0.6,45.0,45.0,-1,CW,CW,CW,1,
617,50.0,high,0.8,0.6,16.0,16.0,1,CW,CW,CW,1,
618,50.0,none,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
619,50.0,low,1.6,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
620,0.0,high,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
621,0.0,low,1.6,0.8,16.0,16.0,-1,CW,CW,CW,1,
622,0.0,high,1.6,0.6,16.0,16.0,1,CW,CCW,CCW,0,
623,50.0,high,0.8,0.8,45.0,45.0,1,CW,CW,CW,1,
624,50.0,low,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
625,50.0,low,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
626,0.0,low,1.6,0.6,16.0,16.0,-1,CW,CW,CW,1,
627,0.0,none,0.8,0.6,45.0,45.0,-1,CW,CW,CW,1,
628,0.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
629,50.0,high,1.6,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
630,0.0,none,0.8,0.6,45.0,45.0,1,CW,CW,CW,1,
631,50.0,none,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
632,0.0,none,1.6,0.8,16.0,16.0,-1,CW,CW,CW,1,
633,50.0,low,1.6,0.8,45.0,45.0,1,CW,CW,CW,1,
634,0.0,low,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
635,50.0,high,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
636,50.0,none,1.6,0.8,-45.0,45.0,1,CCW,CW,CW,0,
637,50.0,high,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
638,0.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
639,0.0,none,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
640,0.0,high,1.6,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
641,50.0,low,0.8,0.8,-45.0,45.0,1,CCW,CW,CW,0,
642,50.0,none,1.6,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
643,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
644,0.0,low,0.8,0.8,45.0,45.0,-1,CW,CW,CW,1,
645,0.0,low,0.4,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
646,0.0,low,0.8,1.0,45.0,45.0,-1,CW,CW,CW,1,
647,0.0,low,0.4,0.6,45.0,45.0,1,CW,CW,CW,1,
648,50.0,high,0.8,0.6,16.0,16.0,1,CW,CW,CW,1,
649,0.0,high,0.8,0.6,-16.0,16.0,1,CCW,CW,CW,0,
650,50.0,none,0.8,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
651,0.0,low,0.8,1.0,-45.0,45.0,-1,CCW,CW,CW,0,
652,50.0,high,1.6,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
653,50.0,low,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
654,50.0,high,0.8,1.0,-16.0,16.0,1,CCW,CW,CW,0,
655,50.0,none,1.6,0.6,16.0,16.0,1,CW,CW,CW,1,
656,0.0,high,0.8,1.0,45.0,45.0,1,CW,CW,CW,1,
657,0.0,high,0.8,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
658,0.0,none,0.4,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
659,50.0,none,1.6,0.6,-16.0,16.0,1,CCW,CW,CW,0,
660,0.0,none,0.4,1.0,-45.0,45.0,1,CCW,CW,CW,0,
661,50.0,low,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
662,0.0,high,0.8,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
663,50.0,high,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
664,0.0,none,0.8,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
665,50.0,high,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
666,50.0,high,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
667,50.0,low,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
668,50.0,low,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
669,50.0,high,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
670,50.0,high,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
671,0.0,none,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
672,0.0,low,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
673,50.0,high,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
674,0.0,low,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
675,0.0,low,1.6,0.8,6.0,6.0,-1,CW,CW,CW,1,
676,50.0,high,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
677,50.0,none,0.8,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
678,50.0,high,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
679,50.0,low,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
680,0.0,low,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
681,50.0,none,0.8,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
682,50.0,high,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
683,50.0,none,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
684,50.0,low,1.6,0.8,45.0,45.0,1,CW,CW,CW,1,
685,50.0,high,1.6,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
686,50.0,low,0.4,1.0,45.0,45.0,1,CW,CW,CW,1,
687,50.0,low,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
688,50.0,low,1.6,0.6,6.0,6.0,1,CW,CW,CW,1,
689,0.0,none,1.6,0.8,-45.0,45.0,-1,CCW,CW,CW,0,
690,0.0,none,0.8,0.6,-16.0,16.0,1,CCW,CW,CW,0,
691,50.0,low,1.6,0.6,6.0,6.0,1,CW,CW,CW,1,
692,50.0,high,1.6,1.0,45.0,45.0,1,CW,CW,CW,1,
693,50.0,none,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
