source_combo_index,source_accuracy,replicate,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
31,1.0,0,0.0,low,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
31,1.0,1,0.0,low,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
31,1.0,2,0.0,low,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
31,1.0,3,0.0,low,0.8,0.8,-6.0,1,CCW,CW,CW,0,
31,1.0,4,0.0,low,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
31,1.0,5,0.0,low,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
31,1.0,6,0.0,low,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
31,1.0,7,0.0,low,0.8,0.8,-6.0,1,CCW,CW,CW,0,
31,1.0,8,0.0,low,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
31,1.0,9,0.0,low,0.8,0.8,-6.0,1,CCW,CW,CW,0,
32,1.0,0,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,1,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,2,0.0,low,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
32,1.0,3,0.0,low,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
32,1.0,4,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,5,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,6,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,7,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,8,0.0,low,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
32,1.0,9,0.0,low,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
33,1.0,0,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,1,0.0,low,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
33,1.0,2,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,3,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,4,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,5,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,6,0.0,low,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
33,1.0,7,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
33,1.0,8,0.0,low,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
33,1.0,9,0.0,low,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
34,1.0,0,0.0,low,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
34,1.0,1,0.0,low,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
34,1.0,2,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,3,0.0,low,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
34,1.0,4,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,5,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,6,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,7,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,8,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
34,1.0,9,0.0,low,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
35,1.0,0,0.0,low,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
35,1.0,1,0.0,low,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
35,1.0,2,0.0,low,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
35,1.0,3,0.0,low,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
35,1.0,4,0.0,low,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
35,1.0,5,0.0,low,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
35,1.0,6,0.0,low,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
35,1.0,7,0.0,low,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
35,1.0,8,0.0,low,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
35,1.0,9,0.0,low,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
36,1.0,0,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
36,1.0,1,0.0,low,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
36,1.0,2,0.0,low,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
36,1.0,3,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
36,1.0,4,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
36,1.0,5,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
36,1.0,6,0.0,low,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
36,1.0,7,0.0,low,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
36,1.0,8,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
36,1.0,9,0.0,low,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
37,1.0,0,0.0,low,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
37,1.0,1,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,2,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,3,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,4,0.0,low,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
37,1.0,5,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,6,0.0,low,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
37,1.0,7,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,8,0.0,low,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
37,1.0,9,0.0,low,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
38,1.0,0,0.0,medium,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
38,1.0,1,0.0,medium,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
38,1.0,2,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
38,1.0,3,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
38,1.0,4,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
38,1.0,5,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
38,1.0,6,0.0,medium,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
38,1.0,7,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
38,1.0,8,0.0,medium,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
38,1.0,9,0.0,medium,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
39,1.0,0,0.0,medium,0.4,0.6,-6.0,1,CCW,CW,CW,0,
39,1.0,1,0.0,medium,0.4,0.6,-6.0,1,CCW,CW,CW,0,
39,1.0,2,0.0,medium,0.4,0.6,-6.0,1,CCW,CCW,CCW,1,
39,1.0,3,0.0,medium,0.4,0.6,-6.0,1,CCW,CCW,CCW,1,
39,1.0,4,0.0,medium,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
39,1.0,5,0.0,medium,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
39,1.0,6,0.0,medium,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
39,1.0,7,0.0,medium,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
39,1.0,8,0.0,medium,0.4,0.6,-6.0,-1,CCW,CCW,CCW,1,
39,1.0,9,0.0,medium,0.4,0.6,-6.0,1,CCW,CCW,CCW,1,
40,1.0,0,0.0,medium,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
40,1.0,1,0.0,medium,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
40,1.0,2,0.0,medium,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
40,1.0,3,0.0,medium,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
40,1.0,4,0.0,medium,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
40,1.0,5,0.0,medium,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
40,1.0,6,0.0,medium,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
40,1.0,7,0.0,medium,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
40,1.0,8,0.0,medium,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
40,1.0,9,0.0,medium,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
41,1.0,0,0.0,medium,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
41,1.0,1,0.0,medium,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
41,1.0,2,0.0,medium,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
41,1.0,3,0.0,medium,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
41,1.0,4,0.0,medium,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
41,1.0,5,0.0,medium,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
41,1.0,6,0.0,medium,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
41,1.0,7,0.0,medium,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
41,1.0,8,0.0,medium,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
41,1.0,9,0.0,medium,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
42,1.0,0,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,1,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,2,0.0,medium,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
42,1.0,3,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,4,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,5,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,6,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,7,0.0,medium,0.4,1.0,-16.0,-1,CCW,CCW,CCW,1,
42,1.0,8,0.0,medium,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
42,1.0,9,0.0,medium,0.4,1.0,-16.0,1,CCW,CCW,CCW,1,
43,1.0,0,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,1,0.0,medium,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
43,1.0,2,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,3,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,4,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,5,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,6,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,7,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
43,1.0,8,0.0,medium,0.8,0.6,-45.0,-1,CCW,CCW,CCW,1,
43,1.0,9,0.0,medium,0.8,0.6,-45.0,1,CCW,CCW,CCW,1,
44,1.0,0,0.0,medium,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
44,1.0,1,0.0,medium,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
44,1.0,2,0.0,medium,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
44,1.0,3,0.0,medium,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
44,1.0,4,0.0,medium,0.8,0.6,-6.0,1,CCW,CW,CW,0,
44,1.0,5,0.0,medium,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
44,1.0,6,0.0,medium,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
44,1.0,7,0.0,medium,0.8,0.6,-6.0,1,CCW,CCW,CCW,1,
44,1.0,8,0.0,medium,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
44,1.0,9,0.0,medium,0.8,0.6,-6.0,-1,CCW,CCW,CCW,1,
45,1.0,0,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,1,0.0,medium,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
45,1.0,2,0.0,medium,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
45,1.0,3,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,4,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,5,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,6,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,7,0.0,medium,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
45,1.0,8,0.0,medium,0.8,0.8,-45.0,-1,CCW,CCW,CCW,1,
45,1.0,9,0.0,medium,0.8,0.8,-45.0,1,CCW,CCW,CCW,1,
46,1.0,0,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,1,0.0,medium,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
46,1.0,2,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,3,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,4,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,5,0.0,medium,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
46,1.0,6,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,7,0.0,medium,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
46,1.0,8,0.0,medium,0.8,0.8,-16.0,1,CCW,CCW,CCW,1,
46,1.0,9,0.0,medium,0.8,0.8,-16.0,-1,CCW,CCW,CCW,1,
47,1.0,0,0.0,medium,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
47,1.0,1,0.0,medium,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
47,1.0,2,0.0,medium,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
47,1.0,3,0.0,medium,0.8,0.8,-6.0,-1,CCW,CCW,CCW,1,
47,1.0,4,0.0,medium,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
47,1.0,5,0.0,medium,0.8,0.8,-6.0,1,CCW,CW,CW,0,
47,1.0,6,0.0,medium,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
47,1.0,7,0.0,medium,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
47,1.0,8,0.0,medium,0.8,0.8,-6.0,1,CCW,CW,CW,0,
47,1.0,9,0.0,medium,0.8,0.8,-6.0,1,CCW,CCW,CCW,1,
48,1.0,0,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,1,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,2,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,3,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,4,0.0,medium,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
48,1.0,5,0.0,medium,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
48,1.0,6,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,7,0.0,medium,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
48,1.0,8,0.0,medium,0.8,1.0,-45.0,1,CCW,CCW,CCW,1,
48,1.0,9,0.0,medium,0.8,1.0,-45.0,-1,CCW,CCW,CCW,1,
49,1.0,0,0.0,medium,0.8,1.0,-16.0,-1,CCW,CW,CW,0,
49,1.0,1,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
49,1.0,2,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
49,1.0,3,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
49,1.0,4,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
49,1.0,5,0.0,medium,0.8,1.0,-16.0,1,CCW,CCW,CCW,1,
49,1.0,6,0.0,medium,0.8,1.0,-16.0,1,CCW,CCW,CCW,1,
49,1.0,7,0.0,medium,0.8,1.0,-16.0,1,CCW,CCW,CCW,1,
49,1.0,8,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
49,1.0,9,0.0,medium,0.8,1.0,-16.0,-1,CCW,CCW,CCW,1,
50,1.0,0,0.0,medium,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
50,1.0,1,0.0,medium,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
50,1.0,2,0.0,medium,1.6,0.6,-45.0,1,CCW,CW,CW,0,
50,1.0,3,0.0,medium,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
50,1.0,4,0.0,medium,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
50,1.0,5,0.0,medium,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
50,1.0,6,0.0,medium,1.6,0.6,-45.0,1,CCW,CCW,CCW,1,
50,1.0,7,0.0,medium,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
50,1.0,8,0.0,medium,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
50,1.0,9,0.0,medium,1.6,0.6,-45.0,-1,CCW,CCW,CCW,1,
51,1.0,0,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
51,1.0,1,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
51,1.0,2,0.0,medium,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
51,1.0,3,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
51,1.0,4,0.0,medium,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
51,1.0,5,0.0,medium,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
51,1.0,6,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
51,1.0,7,0.0,medium,1.6,0.6,-16.0,1,CCW,CCW,CCW,1,
51,1.0,8,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
51,1.0,9,0.0,medium,1.6,0.6,-16.0,-1,CCW,CCW,CCW,1,
52,1.0,0,0.0,medium,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
52,1.0,1,0.0,medium,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
52,1.0,2,0.0,medium,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
52,1.0,3,0.0,medium,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
52,1.0,4,0.0,medium,1.6,0.8,-45.0,-1,CCW,CW,CW,0,
52,1.0,5,0.0,medium,1.6,0.8,-45.0,1,CCW,CCW,CCW,1,
52,1.0,6,0.0,medium,1.6,0.8,-45.0,-1,CCW,CW,CW,0,
52,1.0,7,0.0,medium,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
52,1.0,8,0.0,medium,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
52,1.0,9,0.0,medium,1.6,0.8,-45.0,-1,CCW,CCW,CCW,1,
53,1.0,0,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,1,0.0,medium,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
53,1.0,2,0.0,medium,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
53,1.0,3,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,4,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,5,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,6,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,7,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
53,1.0,8,0.0,medium,1.6,0.8,-16.0,-1,CCW,CCW,CCW,1,
53,1.0,9,0.0,medium,1.6,0.8,-16.0,1,CCW,CCW,CCW,1,
54,1.0,0,0.0,medium,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
54,1.0,1,0.0,medium,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
54,1.0,2,0.0,medium,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
54,1.0,3,0.0,medium,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
54,1.0,4,0.0,medium,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
54,1.0,5,0.0,medium,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
54,1.0,6,0.0,medium,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
54,1.0,7,0.0,medium,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
54,1.0,8,0.0,medium,1.6,0.8,-6.0,-1,CCW,CCW,CCW,1,
54,1.0,9,0.0,medium,1.6,0.8,-6.0,1,CCW,CCW,CCW,1,
55,1.0,0,0.0,medium,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
55,1.0,1,0.0,medium,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
55,1.0,2,0.0,medium,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
55,1.0,3,0.0,medium,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
55,1.0,4,0.0,medium,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
55,1.0,5,0.0,medium,1.6,1.0,-45.0,-1,CCW,CW,CW,0,
55,1.0,6,0.0,medium,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
55,1.0,7,0.0,medium,1.6,1.0,-45.0,1,CCW,CCW,CCW,1,
55,1.0,8,0.0,medium,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
55,1.0,9,0.0,medium,1.6,1.0,-45.0,-1,CCW,CCW,CCW,1,
56,1.0,0,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
56,1.0,1,0.0,medium,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
56,1.0,2,0.0,medium,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
56,1.0,3,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
56,1.0,4,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
56,1.0,5,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
56,1.0,6,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
56,1.0,7,0.0,medium,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
56,1.0,8,0.0,medium,1.6,1.0,-16.0,1,CCW,CCW,CCW,1,
56,1.0,9,0.0,medium,1.6,1.0,-16.0,-1,CCW,CCW,CCW,1,
57,1.0,0,0.0,none,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
57,1.0,1,0.0,none,0.4,0.6,-45.0,1,CCW,CW,CW,0,
57,1.0,2,0.0,none,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
57,1.0,3,0.0,none,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
57,1.0,4,0.0,none,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
57,1.0,5,0.0,none,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
57,1.0,6,0.0,none,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
57,1.0,7,0.0,none,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
57,1.0,8,0.0,none,0.4,0.6,-45.0,-1,CCW,CCW,CCW,1,
57,1.0,9,0.0,none,0.4,0.6,-45.0,1,CCW,CCW,CCW,1,
58,1.0,0,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,1,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,2,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,3,0.0,none,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
58,1.0,4,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,5,0.0,none,0.4,0.6,-16.0,-1,CCW,CW,CW,0,
58,1.0,6,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,7,0.0,none,0.4,0.6,-16.0,1,CCW,CCW,CCW,1,
58,1.0,8,0.0,none,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
58,1.0,9,0.0,none,0.4,0.6,-16.0,-1,CCW,CCW,CCW,1,
59,1.0,0,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,1,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,2,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,3,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,4,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,5,0.0,none,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
59,1.0,6,0.0,none,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
59,1.0,7,0.0,none,0.4,0.8,-45.0,1,CCW,CCW,CCW,1,
59,1.0,8,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
59,1.0,9,0.0,none,0.4,0.8,-45.0,-1,CCW,CCW,CCW,1,
60,1.0,0,0.0,none,0.4,0.8,-16.0,-1,CCW,CW,CW,0,
60,1.0,1,0.0,none,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
60,1.0,2,0.0,none,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
60,1.0,3,0.0,none,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
60,1.0,4,0.0,none,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
60,1.0,5,0.0,none,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
60,1.0,6,0.0,none,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
60,1.0,7,0.0,none,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
60,1.0,8,0.0,none,0.4,0.8,-16.0,-1,CCW,CCW,CCW,1,
60,1.0,9,0.0,none,0.4,0.8,-16.0,1,CCW,CCW,CCW,1,
61,1.0,0,0.0,none,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
61,1.0,1,0.0,none,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
61,1.0,2,0.0,none,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
61,1.0,3,0.0,none,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
61,1.0,4,0.0,none,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
61,1.0,5,0.0,none,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
61,1.0,6,0.0,none,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
61,1.0,7,0.0,none,0.4,1.0,-45.0,1,CCW,CCW,CCW,1,
61,1.0,8,0.0,none,0.4,1.0,-45.0,-1,CCW,CCW,CCW,1,
