trial,eccentricity_pct,noise_level,spatial_freq_cpd,contrast_amplitude,offset_deg,abs_offset_deg,side,true_choice,model_choice,model_raw_text,correct,api_error
333,50.0,high,1.6,0.6,6.0,6.0,1,CW,CCW,CCW,0,
334,0.0,high,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
335,50.0,low,1.6,1.0,-16.0,16.0,1,CCW,CCW,CCW,1,
336,0.0,none,0.8,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
337,50.0,low,1.6,1.0,16.0,16.0,1,CW,CW,CW,1,
338,0.0,low,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
339,0.0,medium,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
340,50.0,high,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
341,0.0,none,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
342,50.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
343,50.0,low,0.8,0.8,16.0,16.0,1,CW,CCW,CCW,0,
344,50.0,high,1.6,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
345,50.0,high,0.8,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
346,0.0,medium,0.4,0.8,45.0,45.0,1,CW,CCW,CCW,0,
347,50.0,high,0.4,1.0,6.0,6.0,1,CW,CCW,CCW,0,
348,50.0,medium,0.8,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
349,0.0,none,0.4,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
350,50.0,low,1.6,0.8,-6.0,6.0,1,CCW,CW,CW,0,
351,50.0,low,1.6,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
352,0.0,medium,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
353,0.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
354,50.0,medium,1.6,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
355,50.0,low,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
356,50.0,low,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
357,0.0,low,0.4,0.8,6.0,6.0,1,CW,CCW,CCW,0,
358,0.0,high,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
359,0.0,high,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
360,50.0,high,1.6,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
361,50.0,high,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
362,0.0,none,0.8,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
363,50.0,high,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
364,0.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
365,50.0,low,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
366,50.0,none,0.8,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
367,50.0,medium,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
368,50.0,none,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
369,0.0,none,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
370,0.0,low,0.8,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
371,50.0,medium,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
372,50.0,medium,1.6,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
373,0.0,low,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
374,0.0,high,0.8,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
375,0.0,none,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
376,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
377,0.0,none,0.8,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
378,0.0,high,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
379,50.0,high,0.8,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
380,50.0,high,0.8,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
381,50.0,none,0.8,0.8,6.0,6.0,1,CW,CW,CW,1,
382,0.0,low,1.6,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
383,0.0,low,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
384,50.0,high,0.8,1.0,-16.0,16.0,1,CCW,CW,CW,0,
385,0.0,none,0.8,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
386,0.0,medium,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
387,50.0,none,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
388,50.0,medium,0.4,0.6,6.0,6.0,1,CW,CCW,CCW,0,
389,50.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
390,50.0,medium,1.6,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
391,50.0,none,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
392,50.0,high,1.6,0.6,45.0,45.0,1,CW,CCW,CCW,0,
393,0.0,high,0.8,0.6,16.0,16.0,1,CW,CCW,CCW,0,
394,0.0,none,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
395,50.0,low,1.6,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
396,0.0,none,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
397,0.0,none,1.6,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
398,0.0,none,0.8,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
399,50.0,medium,0.4,0.6,16.0,16.0,1,CW,CW,CW,1,
400,0.0,low,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
401,50.0,medium,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
402,0.0,high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
403,0.0,none,0.4,1.0,6.0,6.0,1,CW,CCW,CCW,0,
404,0.0,none,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
405,50.0,medium,1.6,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
406,50.0,medium,1.6,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
407,0.0,high,0.4,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
408,50.0,high,1.6,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
409,50.0,high,0.8,0.6,16.0,16.0,1,CW,CCW,CCW,0,
410,0.0,none,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
411,50.0,medium,0.8,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
412,50.0,low,1.6,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
413,0.0,high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
414,50.0,high,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
415,50.0,high,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
416,50.0,low,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
417,50.0,high,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
418,0.0,medium,0.8,0.8,45.0,45.0,1,CW,CCW,CCW,0,
419,0.0,none,1.6,1.0,45.0,45.0,1,CW,CCW,CCW,0,
420,50.0,none,0.8,0.8,-6.0,6.0,-1,CCW,CW,CW,0,
421,50.0,high,1.6,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
422,0.0,high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
423,50.0,low,1.6,1.0,-6.0,6.0,1,CCW,CW,CW,0,
424,50.0,none,1.6,0.8,6.0,6.0,1,CW,CW,CW,1,
425,50.0,medium,1.6,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
426,0.0,low,0.8,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
427,50.0,none,0.4,0.8,16.0,16.0,1,CW,CW,CW,1,
428,0.0,high,1.6,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
429,50.0,none,0.4,0.8,6.0,6.0,-1,CW,CW,CW,1,
430,0.0,high,0.4,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
431,0.0,low,1.6,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
432,0.0,high,0.8,1.0,6.0,6.0,1,CW,CCW,CCW,0,
433,0.0,low,0.4,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
434,50.0,medium,0.8,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
435,0.0,low,0.4,1.0,6.0,6.0,-1,CW,CW,CW,1,
436,0.0,none,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
437,0.0,high,0.8,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
438,0.0,none,0.4,0.8,-6.0,6.0,1,CCW,CW,CW,0,
439,50.0,high,0.8,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
440,0.0,low,0.8,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
441,50.0,low,1.6,1.0,16.0,16.0,1,CW,CW,CW,1,
442,0.0,high,0.4,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
443,0.0,medium,0.4,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
444,0.0,none,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
445,0.0,none,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
446,0.0,none,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
447,0.0,low,0.4,1.0,6.0,6.0,-1,CW,CW,CW,1,
448,0.0,high,1.6,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
449,0.0,low,1.6,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
450,50.0,high,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
451,50.0,medium,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
452,0.0,high,1.6,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
453,50.0,high,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
454,50.0,medium,0.4,1.0,6.0,6.0,1,CW,CW,CW,1,
455,0.0,medium,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
456,50.0,none,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
457,0.0,high,1.6,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
458,0.0,low,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
459,0.0,medium,1.6,0.6,45.0,45.0,1,CW,CCW,CCW,0,
460,0.0,high,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
461,50.0,low,0.8,0.8,45.0,45.0,1,CW,CCW,CCW,0,
462,50.0,high,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
463,0.0,high,0.4,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
464,0.0,medium,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
465,0.0,low,0.4,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
466,50.0,medium,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
467,0.0,none,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
468,50.0,low,0.4,0.8,6.0,6.0,1,CW,CCW,CCW,0,
469,0.0,low,1.6,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
470,0.0,high,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
471,50.0,none,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
472,50.0,medium,0.8,0.8,6.0,6.0,1,CW,CCW,CCW,0,
473,50.0,medium,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
474,50.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
475,50.0,none,0.8,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
476,50.0,low,0.4,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
477,0.0,none,0.4,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
478,50.0,medium,0.4,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
479,50.0,low,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
480,50.0,high,0.8,0.6,6.0,6.0,1,CW,CCW,CCW,0,
481,0.0,none,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
482,50.0,none,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
483,50.0,none,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
484,50.0,medium,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
485,50.0,low,1.6,0.8,16.0,16.0,1,CW,CW,CW,1,
486,0.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
487,0.0,none,1.6,1.0,-6.0,6.0,-1,CCW,CW,CW,0,
488,0.0,none,0.8,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
489,0.0,low,0.8,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
490,50.0,low,1.6,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
491,50.0,medium,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
492,0.0,high,1.6,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
493,0.0,low,0.8,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
494,0.0,none,0.4,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
495,0.0,none,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
496,50.0,low,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
497,0.0,low,1.6,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
498,0.0,low,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
499,0.0,none,1.6,1.0,16.0,16.0,1,CW,CCW,CCW,0,
500,0.0,none,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
501,50.0,low,1.6,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
502,50.0,none,1.6,0.6,16.0,16.0,-1,CW,CW,CW,1,
503,0.0,medium,1.6,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
504,0.0,medium,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
505,0.0,low,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
506,0.0,high,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
507,0.0,medium,0.4,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
508,0.0,high,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
509,0.0,none,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
510,50.0,low,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
511,0.0,high,1.6,1.0,6.0,6.0,1,CW,CCW,CCW,0,
512,50.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
513,0.0,high,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
514,50.0,high,0.8,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
515,50.0,none,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
516,0.0,high,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
517,50.0,none,0.4,0.8,-16.0,16.0,-1,CCW,CW,CW,0,
518,50.0,medium,0.4,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
519,50.0,low,1.6,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
520,0.0,low,1.6,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
521,50.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CW,CW,0,
522,50.0,low,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
523,50.0,low,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
524,50.0,high,0.4,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
525,0.0,high,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
526,0.0,none,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
527,0.0,low,0.8,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
528,0.0,medium,0.4,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
529,0.0,low,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
530,0.0,none,0.4,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
531,50.0,medium,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
532,50.0,high,1.6,0.8,16.0,16.0,1,CW,CCW,CCW,0,
533,0.0,low,1.6,0.8,-16.0,16.0,-1,CCW,CCW,CCW,1,
534,50.0,none,1.6,0.6,45.0,45.0,1,CW,CW,CW,1,
535,50.0,high,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
536,50.0,medium,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
537,50.0,low,0.4,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
538,0.0,medium,0.8,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
539,0.0,high,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
540,50.0,medium,0.4,0.6,6.0,6.0,1,CW,CW,CW,1,
541,0.0,medium,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
542,0.0,high,0.8,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
543,0.0,medium,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
544,50.0,high,0.8,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
545,0.0,low,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
546,50.0,high,0.8,0.8,16.0,16.0,1,CW,CCW,CCW,0,
547,0.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
548,50.0,low,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
549,50.0,medium,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
550,0.0,medium,0.8,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
551,50.0,medium,1.6,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
552,50.0,low,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
553,0.0,low,1.6,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
554,50.0,low,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
555,50.0,none,1.6,0.8,-6.0,6.0,1,CCW,CW,CW,0,
556,50.0,medium,1.6,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
557,50.0,none,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
558,50.0,low,0.8,1.0,-6.0,6.0,1,CCW,CW,CW,0,
559,0.0,high,0.4,0.8,16.0,16.0,1,CW,CCW,CCW,0,
560,50.0,low,0.8,1.0,-16.0,16.0,1,CCW,CCW,CCW,1,
561,50.0,none,1.6,0.8,-16.0,16.0,1,CCW,CW,CW,0,
562,0.0,medium,0.8,1.0,6.0,6.0,1,CW,CW,CW,1,
563,0.0,medium,0.8,0.8,45.0,45.0,1,CW,CCW,CCW,0,
564,0.0,medium,0.4,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
565,50.0,medium,0.4,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
566,50.0,high,0.8,1.0,-6.0,6.0,1,CCW,CCW,CCW,1,
567,0.0,high,1.6,1.0,6.0,6.0,-1,CW,CW,CW,1,
568,0.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
569,0.0,medium,0.8,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
570,50.0,medium,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
571,50.0,low,1.6,0.6,-45.0,45.0,1,CCW,CW,CW,0,
572,50.0,none,1.6,0.8,6.0,6.0,-1,CW,CW,CW,1,
573,50.0,none,1.6,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
574,50.0,low,0.4,1.0,6.0,6.0,1,CW,CCW,CCW,0,
575,50.0,high,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
576,0.0,high,0.4,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
577,0.0,none,0.4,0.8,-6.0,6.0,1,CCW,CCW,CCW,1,
578,0.0,none,0.4,0.6,45.0,45.0,1,CW,CCW,CCW,0,
579,50.0,none,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
580,50.0,medium,0.8,0.6,16.0,16.0,1,CW,CCW,CCW,0,
581,0.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
582,50.0,medium,0.4,0.6,-16.0,16.0,1,CCW,CW,CW,0,
583,50.0,medium,1.6,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
584,50.0,low,0.4,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
585,50.0,high,0.8,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
586,0.0,low,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
587,0.0,none,0.8,0.8,-6.0,6.0,1,CCW,CW,CW,0,
588,0.0,none,0.8,0.6,-6.0,6.0,-1,CCW,CW,CW,0,
589,0.0,low,1.6,0.6,16.0,16.0,1,CW,CCW,CCW,0,
590,50.0,medium,1.6,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
591,50.0,none,0.8,1.0,6.0,6.0,-1,CW,CW,CW,1,
592,50.0,none,0.8,0.8,16.0,16.0,1,CW,CW,CW,1,
593,50.0,medium,1.6,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
594,0.0,low,0.8,0.6,16.0,16.0,1,CW,CCW,CCW,0,
595,0.0,high,0.8,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
596,50.0,medium,0.4,0.8,-45.0,45.0,1,CCW,CCW,CCW,1,
597,50.0,medium,1.6,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
598,0.0,low,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
599,50.0,high,1.6,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
600,0.0,medium,0.8,0.6,6.0,6.0,1,CW,CCW,CCW,0,
601,0.0,low,0.4,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
602,0.0,low,0.4,1.0,-6.0,6.0,1,CCW,CW,CW,0,
603,50.0,low,1.6,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
604,50.0,high,0.8,0.8,45.0,45.0,1,CW,CCW,CCW,0,
605,50.0,high,0.8,0.6,6.0,6.0,1,CW,CCW,CCW,0,
606,50.0,medium,1.6,0.6,45.0,45.0,1,CW,CCW,CCW,0,
607,0.0,low,0.8,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
608,0.0,high,1.6,0.6,6.0,6.0,1,CW,CCW,CCW,0,
609,50.0,high,0.8,0.6,-6.0,6.0,1,CCW,CCW,CCW,1,
610,0.0,none,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
611,50.0,none,0.8,1.0,-16.0,16.0,-1,CCW,CW,CW,0,
612,0.0,none,0.8,1.0,6.0,6.0,1,CW,CCW,CCW,0,
613,0.0,none,0.8,0.8,45.0,45.0,1,CW,CCW,CCW,0,
614,50.0,low,0.8,0.6,-16.0,16.0,-1,CCW,CCW,CCW,1,
615,0.0,none,0.4,1.0,-45.0,45.0,1,CCW,CCW,CCW,1,
616,50.0,high,0.8,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
617,50.0,high,1.6,0.8,45.0,45.0,1,CW,CCW,CCW,0,
618,0.0,none,0.8,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
619,50.0,low,0.4,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
620,0.0,medium,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
621,0.0,low,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
622,0.0,medium,1.6,0.6,6.0,6.0,1,CW,CCW,CCW,0,
623,0.0,medium,0.4,0.6,-16.0,16.0,-1,CCW,CW,CW,0,
624,50.0,low,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
625,0.0,low,0.4,0.8,45.0,45.0,1,CW,CCW,CCW,0,
626,50.0,medium,0.4,0.8,16.0,16.0,1,CW,CCW,CCW,0,
627,50.0,low,0.8,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
628,50.0,medium,1.6,1.0,-16.0,16.0,-1,CCW,CCW,CCW,1,
629,50.0,high,0.4,0.8,6.0,6.0,1,CW,CW,CW,1,
630,50.0,medium,1.6,0.8,16.0,16.0,1,CW,CW,CW,1,
631,50.0,high,0.8,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
632,0.0,none,1.6,0.8,45.0,45.0,1,CW,CCW,CCW,0,
633,0.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
634,50.0,medium,0.4,0.8,6.0,6.0,-1,CW,CCW,CCW,0,
635,0.0,high,0.8,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
636,0.0,medium,0.8,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
637,50.0,high,0.8,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
638,0.0,high,0.8,1.0,-45.0,45.0,-1,CCW,CCW,CCW,1,
639,0.0,high,0.8,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
640,0.0,high,0.4,0.8,-45.0,45.0,-1,CCW,CCW,CCW,1,
641,50.0,none,1.6,1.0,6.0,6.0,1,CW,CW,CW,1,
642,0.0,medium,0.4,0.6,-45.0,45.0,1,CCW,CCW,CCW,1,
643,50.0,low,1.6,1.0,-16.0,16.0,1,CCW,CCW,CCW,1,
644,0.0,low,0.8,1.0,16.0,16.0,1,CW,CCW,CCW,0,
645,50.0,none,0.4,1.0,-6.0,6.0,-1,CCW,CCW,CCW,1,
646,0.0,none,0.4,0.6,16.0,16.0,-1,CW,CCW,CCW,0,
647,50.0,medium,1.6,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
648,0.0,high,0.8,1.0,45.0,45.0,1,CW,CCW,CCW,0,
649,50.0,medium,0.4,1.0,45.0,45.0,-1,CW,CCW,CCW,0,
650,0.0,high,0.4,0.8,45.0,45.0,1,CW,CCW,CCW,0,
651,0.0,low,0.4,0.8,45.0,45.0,-1,CW,CCW,CCW,0,
652,0.0,medium,0.4,0.6,16.0,16.0,1,CW,CCW,CCW,0,
653,50.0,none,0.8,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
654,50.0,medium,0.4,1.0,45.0,45.0,1,CW,CCW,CCW,0,
655,50.0,low,0.4,0.8,16.0,16.0,-1,CW,CCW,CCW,0,
656,50.0,none,0.4,1.0,16.0,16.0,-1,CW,CCW,CCW,0,
657,0.0,high,0.4,0.6,6.0,6.0,-1,CW,CCW,CCW,0,
658,50.0,medium,1.6,0.6,-16.0,16.0,1,CCW,CCW,CCW,1,
659,0.0,high,1.6,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
660,50.0,low,0.4,0.8,-6.0,6.0,-1,CCW,CCW,CCW,1,
661,50.0,none,0.4,1.0,6.0,6.0,-1,CW,CCW,CCW,0,
662,50.0,medium,0.4,0.6,-45.0,45.0,-1,CCW,CCW,CCW,1,
663,50.0,medium,1.6,1.0,45.0,45.0,1,CW,CCW,CCW,0,
664,0.0,high,0.4,0.6,6.0,6.0,1,CW,CCW,CCW,0,
665,0.0,high,0.4,0.8,6.0,6.0,1,CW,CCW,CCW,0,
666,0.0,high,0.4,0.6,45.0,45.0,-1,CW,CCW,CCW,0,
667,50.0,low,0.4,0.8,-16.0,16.0,1,CCW,CCW,CCW,1,
668,0.0,medium,0.8,0.6,-6.0,6.0,-1,CCW,CCW,CCW,1,
